INTC,Intel Corporation,screener,D6-成交活跃榜
PATH,UiPath; Inc.,screener,D6-成交活跃榜
NU,Nu Holdings Ltd.,screener,D6-成交活跃榜
SPCX,Space Exploration Technologies ,screener,D6-成交活跃榜
NVDA,NVIDIA Corporation,screener,D6-成交活跃榜
ONDS,Ondas Inc,screener,D6-成交活跃榜
AUR,Aurora Innovation; Inc.,screener,D6-成交活跃榜
PLUG,Plug Power; Inc.,screener,D6-成交活跃榜
HL,Hecla Mining Company,screener,D6-成交活跃榜
CIFR,Cipher Digital Inc.,screener,D6-成交活跃榜
SAN,Banco Santander; S.A. Sponsored,screener,D6-成交活跃榜
WULF,TeraWulf Inc.,screener,D6-成交活跃榜
AAL,American Airlines Group; Inc.,screener,D6-成交活跃榜
SMCI,Super Micro Computer; Inc.,screener,D6-成交活跃榜
MARA,MARA Holdings; Inc.,screener,D6-成交活跃榜
RIG,Transocean Ltd (Switzerland),screener,D6-成交活跃榜
AAPL,Apple Inc.,screener,D6-成交活跃榜
OPEN,Opendoor Technologies Inc,screener,D6-成交活跃榜
CDE,Coeur Mining; Inc.,screener,D6-成交活跃榜
IREN,IREN LIMITED,screener,D6-成交活跃榜
GRAB,Grab Holdings Limited,screener,D6-成交活跃榜
NKE,Nike; Inc.,screener,D6-成交活跃榜
KLAR,Klarna Group plc,screener,D6-成交活跃榜
CRWV,CoreWeave; Inc.,screener,D6-成交活跃榜
MU,Micron Technology; Inc.,screener,D6-成长科技
PLTR,Palantir Technologies Inc.,screener,D6-成长科技
AMD,Advanced Micro Devices; Inc.,screener,D6-成长科技
AVGO,Broadcom Inc.,screener,D6-成长科技
SKHY,SK hynix Inc.,screener,D6-成长科技
ASX,ASE Technology Holding Co.; Ltd,screener,D6-成长科技
TSM,Taiwan Semiconductor Manufactur,screener,D6-成长科技
IONQ,IonQ; Inc.,screener,D6-成长科技
CORZ,Core Scientific; Inc.,screener,D6-成长科技
LRCX,Lam Research Corporation,screener,D6-成长科技
CRDO,Credo Technology Group Holding ,screener,D6-成长科技
APH,Amphenol Corporation,screener,D6-成长科技
ADI,Analog Devices; Inc.,screener,D6-成长科技
WDC,Western Digital Corporation,screener,D6-成长科技
DELL,Dell Technologies Inc.,screener,D6-成长科技
ALAB,Astera Labs; Inc.,screener,D6-成长科技
FIS,Fidelity National Information S,screener,D6-成长科技
STX,Seagate Technology Holdings PLC,screener,D6-成长科技
DDOG,Datadog; Inc.,screener,D6-成长科技
AMKR,Amkor Technology; Inc.,screener,D6-成长科技
NET,Cloudflare; Inc.,screener,D6-成长科技
TER,Teradyne; Inc.,screener,D6-成长科技
CIEN,Ciena Corporation,screener,D6-成长科技
T,AT&T Inc.,screener,D1-量化(成长低估)
UMC,United Microelectronics Corpora,screener,D1-量化(成长低估)
VG,Venture Global; Inc.,screener,D1-量化(成长低估)
PBR,Petroleo Brasileiro S.A. Petrob,screener,D1-量化(成长低估)
AGNC,AGNC Investment Corp.,screener,D1-量化(成长低估)
WBS,Webster Financial Corporation,screener,D1-量化(成长低估)
BMY,Bristol-Myers Squibb Company,screener,D1-量化(成长低估)
OXY,Occidental Petroleum Corporatio,screener,D1-量化(成长低估)
PBR-A,Petroleo Brasileiro S.A. Petrob,screener,D1-量化(成长低估)
NEM,Newmont Corporation,screener,D1-量化(成长低估)
HST,Host Hotels & Resorts; Inc.,screener,D1-量化(成长低估)
APA,APA Corporation,screener,D1-量化(成长低估)
TBLA,Taboola.com Ltd.,screener,D1-量化(成长低估)
CVE,Cenovus Energy Inc,screener,D1-量化(成长低估)
FSM,Fortuna Mining Corp.,screener,D1-量化(成长低估)
IAG,Iamgold Corporation,screener,D1-量化(成长低估)
AVAH,Aveanna Healthcare Holdings Inc,screener,D1-量化(成长低估)
INTR,Inter & Co. Inc.,screener,D1-量化(成长低估)
OVV,Ovintiv Inc. (DE),screener,D1-量化(成长低估)
NLY,Annaly Capital Management Inc.,screener,D1-量化(成长低估)
TAL,TAL Education Group,screener,D1-量化(成长低估)
AEG,Aegon Ltd. New York Registry Sh,screener,D1-量化(成长低估)
BBD,Banco Bradesco Sa,screener,D1-量化(大盘低估)
ITUB,Itau Unibanco Banco Holding SA,screener,D1-量化(大盘低估)
ET,Energy Transfer LP,screener,D1-量化(大盘低估)
PR,Permian Resources Corporation,screener,D1-量化(大盘低估)
LYG,Lloyds Banking Group Plc,screener,D1-量化(大盘低估)
BSBR,Banco Santander Brasil SA,screener,D1-量化(大盘低估)
KGC,Kinross Gold Corporation,screener,D1-量化(大盘低估)
BBY,Best Buy Co.; Inc.,screener,D1-量化(大盘低估)
AIG,American International Group; I,screener,D1-量化(大盘低估)
JBLU,JetBlue Airways Corporation,screener,D1-量化(小盘进取)
CAPR,Capricor Therapeutics; Inc.,screener,D1-量化(小盘进取)
CLBK,Columbia Financial; Inc.,screener,D1-量化(小盘进取)
LAC,Lithium Americas Corp.,screener,D1-量化(小盘进取)
TMC,TMC the metals company Inc.,screener,D1-量化(小盘进取)
GPRO,GoPro; Inc.,screener,D1-量化(小盘进取)
UAMY,United States Antimony Corporat,screener,D1-量化(小盘进取)
RNWWW,ReNew Energy Global plc Warrant,screener,D1-量化(小盘进取)
COUR,Coursera; Inc.,screener,D1-量化(小盘进取)
EVH,Evolent Health; Inc,screener,D1-量化(小盘进取)
KLC,KinderCare Learning Companies; ,screener,D1-量化(小盘进取)
AI,C3.ai; Inc.,screener,D1-量化(小盘进取)
CMPS,COMPASS Pathways Plc - American,screener,D1-量化(小盘进取)
NFE,New Fortress Energy Inc.,screener,D1-量化(小盘进取)
WTI,W&T Offshore; Inc.,screener,D1-量化(小盘进取)
ANGX,Angel Studios; Inc.,screener,D1-量化(小盘进取)
TROX,Tronox Holdings plc,screener,D1-量化(小盘进取)
ORC,Orchid Island Capital; Inc.,screener,D1-量化(小盘进取)
NAT,Nordic American Tankers Limited,screener,D1-量化(小盘进取)
ULCC,Frontier Group Holdings; Inc.,screener,D1-量化(小盘进取)
METC,Ramaco Resources; Inc.,screener,D1-量化(小盘进取)
OI,O-I Glass; Inc.,screener,D1-量化(小盘进取)
PRGO,Perrigo Company plc,screener,D1-量化(小盘进取)
OXSQ,Oxford Square Capital Corp.,screener,D1-量化(小盘进取)
WEAV,Weave Communications; Inc.,screener,D1-量化(小盘涨幅)
KOS,Kosmos Energy Ltd.,screener,D1-量化(小盘涨幅)
BYND,Beyond Meat; Inc.,screener,D1-量化(小盘涨幅)
SECZ,Securitize Corp.,screener,D1-量化(小盘涨幅)
ACH,Accendra Health; Inc.,screener,D1-量化(小盘涨幅)
NMAX,Newsmax; Inc.,screener,D1-量化(小盘涨幅)
REPL,Replimune Group; Inc.,screener,D1-量化(小盘涨幅)
KURA,Kura Oncology; Inc.,screener,D1-量化(小盘涨幅)
ACRS,Aclaris Therapeutics; Inc.,screener,D1-量化(小盘涨幅)
ARHS,Arhaus; Inc.,screener,D1-量化(小盘涨幅)
CDNL,Cardinal Infrastructure Group I,screener,D1-量化(小盘涨幅)
KPTI,Karyopharm Therapeutics Inc.,screener,D1-量化(小盘涨幅)
AGRO,Adecoagro S.A.,screener,D1-量化(小盘涨幅)
SENS,Senseonics Holdings; Inc.,screener,D1-量化(小盘涨幅)
ALXO,ALX Oncology Holdings Inc.,screener,D1-量化(小盘涨幅)
LU,Lufax Holding Ltd,screener,D1-量化(小盘涨幅)
NMRA,Neumora Therapeutics; Inc.,screener,D1-量化(小盘涨幅)
ALEC,Alector; Inc.,screener,D1-量化(小盘涨幅)
GWH,ESS Tech; Inc.,screener,D1-量化(小盘涨幅)
IFRX,InflaRx N.V.,screener,D1-量化(小盘涨幅)
MPLT,MapLight Therapeutics; Inc.,screener,D1-量化(小盘涨幅)
ASMB,Assembly Biosciences; Inc.,screener,D1-量化(小盘涨幅)
LVWR,LiveWire Group; Inc.,screener,D1-量化(小盘涨幅)
ROOT,Root; Inc.,screener,D1-量化(小盘涨幅)
NUWE,Nuwellis; Inc.,screener,D4-做空逆向
KUST,Kustom Entertainment; Inc.,screener,D4-做空逆向
VIVK,Vivakor; Inc.,screener,D4-做空逆向
INHD,Inno Holdings Inc.,screener,D4-做空逆向
STKH,Steakholder Foods Ltd.,screener,D4-做空逆向
AMIX,Autonomix Medical; Inc.,screener,D4-做空逆向
FFAI,Faraday Future Intelligent Elec,screener,D4-做空逆向
WOLF,Wolfspeed; Inc.,screener,D4-做空逆向
SOUN,SoundHound AI; Inc.,screener,D4-做空逆向
LENZ,LENZ Therapeutics; Inc.,screener,D4-做空逆向
JACK,Jack In The Box Inc.,screener,D4-做空逆向
GRPN,Groupon; Inc.,screener,D4-做空逆向
RXRX,Recursion Pharmaceuticals; Inc.,screener,D4-做空逆向
INDI,indie Semiconductor; Inc.,screener,D4-做空逆向
EOSE,Eos Energy Enterprises; Inc.,screener,D4-做空逆向
NTLA,Intellia Therapeutics; Inc.,screener,D4-做空逆向
NTST,NetSTREIT Corp.,screener,D4-做空逆向
WEN,Wendy's Company (The),screener,D4-做空逆向
BBAI,BigBear.ai; Inc.,screener,D4-做空逆向
SERV,Serve Robotics Inc.,screener,D4-做空逆向
OCGN,Ocugen; Inc.,screener,D4-做空逆向
AEHR,Aehr Test Systems,screener,D4-当日跌幅榜
AAOI,Applied Optoelectronics; Inc.,screener,D4-当日跌幅榜
MXL,MaxLinear; Inc,screener,D4-当日跌幅榜
AXTI,AXT Inc,screener,D4-当日跌幅榜
KALU,Kaiser Aluminum Corporation,screener,D4-当日跌幅榜
EROC,ERock; Inc.,screener,D4-当日跌幅榜
SMTC,Semtech Corporation,screener,D4-当日跌幅榜
ALGM,Allegro MicroSystems; Inc.,screener,D4-当日跌幅榜
TTMI,TTM Technologies; Inc.,screener,D4-当日跌幅榜
OUST,Ouster; Inc.,screener,D4-当日跌幅榜
MTSI,MACOM Technology Solutions Hold,screener,D4-当日跌幅榜
VIAV,Viavi Solutions Inc.,screener,D4-当日跌幅榜
SHAZ,SharonAI Holdings; Inc.,screener,D4-当日跌幅榜
VIGAX,Vanguard Growth Index Fd Admira,screener,D1-大盘成长
VIGIX,Vanguard Index Trust - Growth I,screener,D1-大盘成长
VIGRX,Vanguard Index Trust Growth Ind,screener,D1-大盘成长
FCNKX,Fidelity Contra Fund Class K,screener,D1-大盘成长
FCNTX,Fidelity Contra Fund,screener,D1-大盘成长
FBCCX,Fidelity Advisor Blue Chip Grow,screener,D1-大盘成长
FBCEX,Fidelity Advisor Blue Chip Grow,screener,D1-大盘成长
FBCHX,Fidelity Advisor Blue Chip Grow,screener,D1-大盘成长
FBCJX,Fidelity Advisor Blue Chip Grow,screener,D1-大盘成长
FBCKX,Fidelity Advisor Blue Chip Grow,screener,D1-大盘成长
FBGKX,Fidelity Blue Chip Growth Fund ,screener,D1-大盘成长
FBGRX,Fidelity Blue Chip Growth Fund,screener,D1-大盘成长
FDGRX,Fidelity Growth Co Fund,screener,D1-大盘成长
FGCKX,Fidelity Growth Company Fund Cl,screener,D1-大盘成长
VRGWX,Vanguard Russell 1000 Growth In,screener,D1-大盘成长
FSPGX,Fidelity Large Cap Growth Index,screener,D1-大盘成长
FOCKX,Fidelity OTC Portfolio Class K,screener,D1-大盘成长
FOCPX,Fidelity OTC Pt,screener,D1-大盘成长
FOTDX,Fidelity Advisor OTC Fund - Cla,screener,D1-大盘成长
FOTEX,Fidelity Advisor OTC Fund - Cla,screener,D1-大盘成长
FOTGX,Fidelity Advisor OTC Fund - Cla,screener,D1-大盘成长
FOTHX,Fidelity Advisor OTC Fund - Cla,screener,D1-大盘成长
FOTJX,Fidelity Advisor OTC Fund - Cla,screener,D1-大盘成长
FLCNX,Fidelity Contrafund K6,screener,D1-大盘成长
FACGX,Fidelity Advisor Series II: Fid,screener,D1-大盘成长
VFFSX,Vanguard 500 Index Fund Institu,screener,D1-组合压舱
VFIAX,Vanguard 500 Index Fd Admiral S,screener,D1-组合压舱
VFINX,Vanguard Index Trust 500 Index ,screener,D1-组合压舱
FXAIX,Fidelity 500 Index Fund,screener,D1-组合压舱
FCTDX,Strategic Advisers Fidelity U.S,screener,D1-组合压舱
AICFX,American Funds Investment Co of,screener,D1-组合压舱
AIVSX,American Funds Investment Co of,screener,D1-组合压舱
CICAX,The Investment Company of Ameri,screener,D1-组合压舱
CICEX,The Investment Company of Ameri,screener,D1-组合压舱
FAOOX,The Investment Company of Ameri,screener,D1-组合压舱
FCIAX,The Investment Company of Ameri,screener,D1-组合压舱
FFICX,The Investment Company of Ameri,screener,D1-组合压舱
ICAFX,The Investment Company of Ameri,screener,D1-组合压舱
RIBEX,The Investment Company of Ameri,screener,D1-组合压舱
RICCX,American Funds - The Investment,screener,D1-组合压舱
RICEX,American Funds - The Investment,screener,D1-组合压舱
RICFX,American Funds - The Investment,screener,D1-组合压舱
RICGX,The Investment Company of Ameri,screener,D1-组合压舱
RICHX,The Investment Company of Ameri,screener,D1-组合压舱
AFICX,Fundamental Investors; Class C ,screener,D1-组合压舱
AFIFX,Fundamental Investors; Class F0,screener,D1-组合压舱
ANCFX,Fundamental Investors; Class A ,screener,D1-组合压舱
CFNAX,Fundamental Investors; Class 52,screener,D1-组合压舱
CFNCX,Fundamental Investors; Class 52,screener,D1-组合压舱
CFNEX,Fundamental Investors; Class 52,screener,D1-组合压舱
