ticker,company,gics_sector,source
WRBY,Warby Parker Inc,Consumer Discretionary,B-GICS4成长
HLT,Hilton Worldwide Holdings,Consumer Discretionary,B-GICS4价值
H,Hyatt Hotels Corp,Consumer Discretionary,B-GICS4成长
CCL,Carnival Corp,Consumer Discretionary,B-GICS4价值
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,B-GICS4价值
TNL,Travel + Leisure Co,Consumer Discretionary,B-GICS4价值
AMZN,Amazon.com Inc,Consumer Discretionary,B-GICS4成长
MELI,MercadoLibre Inc,Consumer Discretionary,B-GICS4成长
TGT,Target Corp,Consumer Discretionary,B-GICS4价值
TJX,TJX Companies,Consumer Discretionary,B-GICS4价值
ROST,Ross Stores,Consumer Discretionary,B-GICS4价值
DG,Dollar General Corp,Consumer Discretionary,B-GICS4价值
BURL,Burlington Stores,Consumer Discretionary,B-GICS4成长
SVV,Savers Value Village,Consumer Discretionary,B-GICS4成长
PDD,PDD Holdings Inc,Consumer Discretionary,B-主题13中国消费
JD,JD.com Inc,Consumer Discretionary,B-主题13中国消费
VZ,Verizon Communications,Communication Services,B-GICS5价值
T,AT&T Inc,Communication Services,B-GICS5价值
TMUS,T-Mobile US Inc,Communication Services,B-GICS5成长
AMT,American Tower Corp,Communication Services,B-GICS5价值
CCI,Crown Castle Inc,Communication Services,B-GICS5价值
SKM,SK Telecom Co,Communication Services,B-GICS5价值
TIMB,TIM SA,Communication Services,B-GICS5价值
USM,United States Cellular Corp,Communication Services,B-GICS5价值
RCI,Rogers Communications,Communication Services,B-GICS5价值
TU,Telus Corp,Communication Services,B-GICS5价值
PHI,PLDT Inc,Communication Services,B-GICS5价值
KT,KT Corp,Communication Services,B-GICS5价值
NFLX,Netflix Inc,Communication Services,B-GICS5成长
DIS,Walt Disney Co,Communication Services,B-GICS5价值
SPOT,Spotify Technology,Communication Services,B-GICS5成长
GOOGL,Alphabet Inc,Communication Services,B-GICS5成长
ROKU,Roku Inc,Communication Services,B-GICS5成长
TTD,The Trade Desk Inc,Communication Services,B-GICS5成长
CHTR,Charter Communications,Communication Services,B-GICS5价值
WMT,Walmart Inc,Consumer Staples,B-GICS6价值
COST,Costco Wholesale Corp,Consumer Staples,B-GICS6价值
SFM,Sprouts Farmers Market,Consumer Staples,B-GICS6成长
ACI,Albertsons Companies,Consumer Staples,B-GICS6价值
MO,Altria Group Inc,Consumer Staples,B-GICS6价值
PM,Philip Morris International,Consumer Staples,B-GICS6价值
MNST,Monster Beverage Corp,Consumer Staples,B-GICS6成长
MDLZ,Mondelez International,Consumer Staples,B-GICS6价值
PEP,PepsiCo Inc,Consumer Staples,B-GICS6价值
TPB,Turning Point Brands,Consumer Staples,B-GICS6成长
CLX,Clorox Co,Consumer Staples,B-GICS6价值
